bedroom_count,net_sqm,center_distance,metro_distance,floor,age,price
2,63.13002439,288.67,79.20955681,9,3,99759.36016
4,175.0405088,1348.28,127.822926,24,60,97311.79265
1,46.26292564,817.6,61.91066692,12,45,94709.21689
1,40.51784203,952.88,81.46266165,17,42,95224.88681
9,149.4729209,654.28,25.78398649,2,70,95403.03163
2,62.89764144,1705.29,136.4414828,2,89,90938.60874
1,35.54694605,545.65,-69.10019086,21,80,94627.17519
4,65.04815286,849.6,-1.636717091,14,48,95699.93812
3,107.8537941,648.81,97.34546101,23,30,101500.325
3,127.9651787,1218.01,134.7108877,21,47,96830.14613
9,100.2931267,1943.8,120.0208874,2,82,90606.60529
4,108.1054003,790.98,90.63830703,24,7,99473.35425
9,232.0655525,1323.79,110.4104173,1,42,97866.39565
1,11.71425435,1824.95,232.9937033,1,34,88269.50159
3,116.4231257,1938.85,197.8110022,21,23,96110.07835
4,202.6996813,796.57,57.52141128,17,35,101478.0273
4,210.5304059,678.02,50.36103816,14,24,102539.8515
6,293.7549157,1168.27,63.85533184,3,25,101325.8637
3,22.02298664,431.54,75.28509337,12,48,94492.17266
9,270.6473743,62.3,-55.05561651,1,22,101547.4603
3,99.83784553,1009.49,74.68122638,16,46,97690.5745
3,131.3895877,168.65,-24.80117498,18,77,99717.95276
2,56.24851776,1579.32,182.7725021,24,21,95941.03273
3,81.45908399,25.14,-46.94785011,11,82,95873.95198
2,34.07346973,1367.62,159.3042252,9,60,92984.69965
7,271.2305014,1500.02,165.0101439,1,3,100366.3905
7,230.5725984,1690.39,81.17339596,1,72,94156.18196
4,88.106533,317.02,18.56779725,8,35,95924.97663
8,99.19451156,1098.36,55.69198905,1,78,95316.7262
10,429.8904413,1901.27,191.4471623,1,33,101921.8187
5,126.4737721,107.76,16.25112246,1,39,97326.48855
1,53.41429518,1191.25,154.3755362,2,96,90082.03482
2,123.7335778,668.67,110.036199,13,15,98756.78639
1,41.07038341,41.89,43.08649811,22,78,97788.2292
3,142.6483315,1332.38,140.8904054,7,64,96862.87933
4,34.67684779,304.5,-14.72358509,16,49,97516.40733
1,29.55405658,61.9,4.161888583,12,33,95844.5636
3,86.49866113,1829.59,57.49769674,18,44,93609.07181
2,33.38287298,1604.87,57.22891217,23,95,90125.40146
3,33.82226751,606.25,-31.0360082,15,75,94187.67025
4,100.5163867,967.2,123.9783514,9,25,96962.23249
2,111.7926893,919.74,100.7390578,14,33,96432.09019
1,33.74270415,1176.57,56.94980703,12,12,91837.21316
5,206.4261612,731,42.59017883,1,0,98196.13213
6,297.770849,1490.66,79.53235928,3,87,95781.24069
5,264.0234666,1077.76,68.61003792,2,72,97099.30831
2,86.91179232,1130.9,153.6602834,10,77,95699.29823
4,218.8685267,1857.12,201.9733327,7,74,97795.00077
3,127.6623387,310.08,28.73177435,19,90,96937.22006
2,80.15683421,115.61,-9.796714693,20,77,96692.67051
7,254.812957,376.82,117.0657479,1,61,100809.7169
3,74.21537436,1631.2,193.0297011,16,86,91502.9513
9,358.0834628,209.49,-23.27062485,2,58,105139.9363
3,34.85030153,1324.15,129.5343697,13,86,92034.53676
4,79.34231106,1510.13,168.7079206,13,5,95112.38613
2,53.7126592,1263.44,68.76249218,9,29,94148.88453
5,177.2800469,1152.82,90.25974332,1,88,95734.24415
1,23.75525016,1587.78,104.8215306,22,58,93047.2612
1,9.452060695,1359.69,132.3371098,23,82,93312.83647
5,157.9070463,1319.28,308.8182107,2,96,97821.11999
10,109.7562658,1893.35,143.0413628,2,92,91074.69416
6,60.11626916,1020.35,135.0375666,3,61,95561.68888
6,231.199401,677.94,21.66296314,3,73,100545.6625
3,74.02816704,771.83,23.5654847,23,73,97627.52888
5,229.1070421,602.95,18.44329212,1,97,99154.02332
8,290.9631801,1602.31,201.2308837,1,33,101478.6035
3,83.31089598,822.71,165.7156681,13,33,98406.12172
1,15.10805252,500.47,31.66256269,16,23,95105.33412
5,229.6043828,1907.32,262.2340852,1,9,96994.85004
10,171.3827503,931.15,-0.74638809,1,44,95708.26609
6,266.8136711,816.05,81.40621006,2,13,101535.7742
1,64.67003313,388.9,89.81834228,23,3,98415.07341
3,33.84856749,285.06,53.50360603,1,8,95833.85538
4,178.5278423,1983.31,185.4973234,2,39,95838.70096
3,68.22502139,366.6,44.92807855,16,60,97534.74284
7,197.1951577,1156.72,114.6709514,1,19,99442.99404
4,124.8685801,1397.4,83.96043102,10,48,94839.37614
3,152.8537597,968.11,32.21542843,17,40,96673.93815
3,137.8035013,289.23,15.73899874,4,78,96915.68611
2,84.41402137,1168.04,150.9846771,12,44,94696.11577
1,17.69927099,742.88,125.9281301,4,29,91747.78843
2,33.03340181,299.36,39.58257527,19,68,98047.01345
11,354.8034032,776.11,68.32127778,2,14,106350.9344
5,119.1267327,542.96,58.4972055,3,24,97723.74205
5,221.5788891,1752.4,202.1275995,2,27,96459.50136
1,2.264903764,1464.02,116.1471874,4,43,88037.05432
1,-0.526669127,960.72,84.35622744,7,85,88521.80371
4,39.40710589,1529.87,152.8711237,24,14,95335.73847
3,73.6694092,1410.4,157.3841171,9,54,95289.11566
4,52.60417772,1385.17,197.1576763,4,1,92639.34417
6,193.4951869,165.62,-61.24420681,1,47,97764.7133
3,128.1463231,1474.06,148.1936355,24,54,98427.317
3,111.0333606,826.06,77.7271115,7,87,94938.47689
6,105.4980277,824.18,161.4404286,2,19,96337.74317
5,50.19017101,439.05,45.97260871,1,24,94976.20762
2,43.49481734,1139.4,118.7894808,21,0,95117.31781
1,11.17859151,1018.03,168.4415527,24,85,94565.41331
1,52.14093321,519.4,14.87414872,3,39,93345.66209
2,49.8621993,49.45,-15.61439026,22,36,99031.33511
2,51.04343517,590.28,102.0535649,2,82,93005.76958
3,64.65450134,1021.42,155.4160375,24,49,95977.80921
2,80.38069491,856.02,79.63281947,18,64,96901.76669
2,12.61016836,1913.23,146.1117161,23,77,91537.50584
2,122.2504978,1434.45,130.6305912,2,8,94652.06552
3,94.29277693,64.53,-44.81515764,18,8,98635.19729
4,133.6100225,383.71,56.27334027,2,19,99334.31657
3,87.82756636,769.33,118.4215098,19,53,96851.92045
1,33.70410777,1801.64,175.5001435,16,40,89975.53084
1,6.810088294,1728.92,141.2584404,10,22,89987.7218
2,118.0145336,356.01,30.07750045,9,40,98912.32308
2,65.51872961,286.39,-31.52492133,16,22,96078.84978
1,16.17661255,1450.79,112.4340417,20,95,89382.5869
2,22.73952475,1160.39,152.4374871,20,13,96797.23017
4,23.16176452,1989.9,142.3262141,19,39,92244.7122
8,111.4255726,179.76,17.33898022,2,31,100496.6813
8,308.5547786,1201.69,132.0583498,1,8,102597.3588
3,118.1391874,1407.62,124.3617422,6,32,92607.73466
6,220.1607897,1180.06,67.85724825,1,53,98655.84267
5,232.0051392,438.08,19.77338021,2,70,98950.28203
5,251.5019623,1008.33,139.0649889,2,18,102727.3633
8,316.1977676,867.12,24.78339478,1,7,101072.1813
1,12.90546863,697.99,37.91747747,22,97,91365.77535
2,36.91751044,685.87,70.41389265,21,56,96663.24142
4,130.5454289,1654.35,199.4999148,7,68,94188.28789
7,120.1752349,1393.36,116.4482797,1,11,96108.65799
2,86.47391974,569.37,116.1345633,1,30,94224.75189
4,56.06838611,1432.1,90.91422548,19,13,93965.95602
1,47.30642962,1452.09,244.1758312,1,54,91745.7127
3,122.9447405,499.45,55.24034019,6,79,95771.75235
6,232.0938764,441.54,-75.92149668,2,95,96580.7522
4,195.184668,288.27,-24.02720083,18,37,101054.7758
4,117.1832811,1757.4,169.0611694,1,61,92769.4206
1,62.48051608,839.7,-13.50514279,4,34,91320.82342
3,46.06645496,1534.6,124.0352285,9,43,91954.32222
10,381.8173506,1405.43,176.7937853,2,67,103301.4225
3,147.3476393,1445.58,88.12057764,12,95,95083.33673
2,75.76445773,1492.75,74.44285599,7,91,88514.45767
2,46.74256176,92.75,-80.53584774,14,1,97513.60807
4,149.6947406,96.97,-17.51967115,10,81,98424.48308
3,77.73248473,222.12,94.23707993,5,60,95763.08378
5,118.0818435,423.06,51.32743011,3,76,95157.20113
1,38.58056515,1116.67,116.4366826,9,13,95269.92778
4,194.590334,528.54,73.26880899,23,42,102401.2517
3,67.14617103,1553.18,71.2932249,19,20,92488.0164
3,81.90575746,1934.55,104.0966896,1,46,91189.01624
2,83.53669806,301.57,-15.68616541,12,75,96224.15458
1,-8.445893626,324.13,26.94192868,15,32,93517.33595
4,109.0368527,305.59,92.71379459,7,54,98941.00201
1,26.05709673,1085.03,-15.12551147,20,4,93714.6374
2,45.36163262,163.99,-12.71582732,18,44,98113.90774
3,122.154256,128.83,12.28212437,20,33,98776.48547
2,32.09779867,539.84,9.152137275,12,73,93204.8798
6,225.7067528,1848.04,222.5346867,1,3,99031.76845
5,117.2764885,440.54,57.83349464,2,67,96485.33091
9,134.9854662,780.24,61.30304479,1,90,95496.20579
2,84.02490015,1383.31,42.55753464,22,26,96419.60865
2,99.04502258,793.19,141.6553719,15,29,96123.54638
8,145.1532645,1475.79,169.4453649,1,47,96797.01358
5,164.6146573,1687.19,230.3953354,2,6,98638.08084
9,174.9947623,995.59,158.0732076,2,35,99199.90793
4,110.2568941,595.31,7.921823122,20,63,97006.45428
3,43.50982972,21.25,-12.03658027,22,42,99379.45693
2,83.81948563,1168.12,168.9345673,3,66,92606.89409
3,59.13621067,1598.78,172.1535601,12,12,93632.5688
4,91.85283428,836.14,102.7920307,6,72,96461.17455
2,105.7784328,1501.12,66.84265614,9,27,91709.44726
1,44.65917531,365.8,79.39725557,13,27,98654.36977
3,128.6246351,402.62,105.7624984,2,14,97149.92452
8,156.3615076,667.67,103.2256717,1,4,98030.93346
3,54.2130358,266.5,-29.19977955,13,71,95840.96943
1,29.13625959,643.29,111.7832903,3,71,94321.1795
2,72.81235462,1383.87,131.9707791,5,80,90914.75781
2,4.609269318,35.61,68.63833762,9,4,95829.44136
4,187.460455,249.64,74.33983984,14,56,101743.1243
2,127.5567828,1092.95,99.31160519,16,39,98638.83514
1,61.83218478,528.5,40.08327298,19,42,95335.06086
2,74.08009619,486.62,-36.29600245,11,97,91934.52757
7,217.0202273,1272.58,31.30353745,1,37,97781.22648
2,55.40656826,326.05,29.91944499,1,16,96724.23448
4,76.10634263,485.34,6.821341521,21,22,97748.70977
2,33.25546835,907.53,35.6951655,1,89,89604.072
2,112.886568,375.02,49.18936209,2,63,95005.08175
3,138.480719,1563,149.8790632,23,70,95952.87549
1,33.34978908,427.15,13.77750583,3,16,95779.86706
3,36.06803963,435.44,49.70756833,8,45,95150.58633
2,31.28561496,1099.75,122.3967617,19,27,95915.31226
4,151.7969846,1208.34,108.8698599,16,49,97704.04102
1,-3.130267234,1736.45,179.5888213,10,29,89719.97821
3,52.86617887,1097.81,73.45106839,10,93,90573.79152
4,105.4359602,1608.84,164.1039189,9,79,94754.57838
5,50.85752892,194.89,38.94150535,2,94,94604.36551
1,27.3364761,378.37,2.4581121,1,92,90434.30917
1,17.35668156,1901.14,61.03053572,6,27,89312.0216
2,50.90710069,576.14,90.29113222,8,4,96519.59522
6,41.00478838,1263.36,109.6249743,3,2,93285.0022
5,173.9537508,421.68,-28.71591394,2,57,98191.33471
4,77.67130687,702.59,93.13042457,24,1,98006.1864
1,24.92274737,551.7,65.5001306,6,0,93639.48804
2,59.32568203,843.87,35.9441762,11,11,96233.24515
2,107.6126988,1503.88,201.7383348,1,20,95823.88179
1,35.00076141,1914.02,165.464315,22,94,92293.64427
1,58.46301048,1977.52,148.4739177,20,85,91825.39117
2,89.37916982,1154.64,85.6400455,13,38,95927.73169
4,101.0511839,1700.66,140.2268932,14,41,95704.53547
2,79.6297177,1046.43,45.55855553,6,77,91779.66762
2,37.59060569,1438.6,126.3920974,20,41,92878.89119
5,148.6052897,1579.6,133.3016692,1,26,96441.13962
2,35.24335545,712.94,1.534932925,12,97,93647.9386
3,75.54569878,143.22,6.887743895,11,80,98339.98676
1,13.57132353,688.36,60.73609378,17,85,94320.0903
2,98.65153948,11.85,93.54606233,20,46,99825.95436
1,46.15319526,370.19,37.23010876,9,27,97158.41476
2,52.53903427,1439.47,122.9238993,2,53,90840.93804
9,221.6706651,550.6,96.49593215,1,38,101329.365
7,265.3873373,63.46,-60.68883136,1,5,101813.0981
3,62.02675064,1116.46,170.3346651,10,11,95960.01384
9,182.3687401,292.67,-49.87945749,2,58,97029.2034
2,123.8888134,1746.14,150.2636393,20,33,96410.18536
2,63.16465759,1795.68,181.0658984,11,75,92755.9394
2,76.80315122,721.88,64.22631483,15,97,93627.98837
2,76.29300525,1692.05,134.8864072,4,53,92418.59998
1,0.267388032,995.7,164.3372272,20,1,96812.39221
7,255.1697973,1387.39,91.98219981,1,77,96690.68255
4,47.60627234,1773.14,49.30733225,6,34,90495.36242
2,58.37243871,1397.93,111.293845,12,36,93994.07107
3,84.70334767,908.45,145.4081874,2,51,94218.09032
4,71.95741295,62.4,-66.80734316,3,15,94419.52596
2,27.885003,721.05,114.4399587,7,82,93180.82408
2,70.72725419,1161.55,13.63561848,1,40,91911.18607
3,171.6428978,1406.27,170.2298918,1,46,95266.64254
1,38.35811697,1474.73,104.2600973,16,49,90225.58463
3,54.60173093,964.69,161.1612237,14,48,95902.5995
9,359.0278855,16.06,-22.9893358,2,58,107210.9006
9,54.46824589,980.64,30.72731821,1,43,94923.55416
4,42.76975495,1110.93,62.73253916,2,49,92027.23789
2,4.027044835,1805.29,155.2477592,17,24,91651.24496
7,280.624485,1098.33,113.2999946,1,70,101292.2066
1,26.85237161,110.1,17.65637128,21,25,99134.76255
3,82.12518485,850.05,23.93498007,20,59,97030.15769
7,245.7977508,103.17,0.570693297,1,12,101657.9223
1,40.75653936,818.15,94.49944105,3,60,91977.3143
3,106.2291043,1651.44,234.3321735,21,69,94882.24312
7,279.5084643,829.31,-61.17611546,1,93,97188.78745
1,35.4359903,1452.62,141.7611828,19,39,92789.18445
4,205.8705776,216.99,4.391799155,6,30,100676.7653
11,179.583626,1507.42,164.4917352,1,73,98465.81951
4,162.4693043,73.1,97.6259637,21,31,103249.7737
5,156.5241991,1502.17,120.7887274,2,74,94559.04989
3,138.330032,1487.25,123.8071233,15,45,94144.80413
3,91.11035672,1044.04,46.72009013,21,12,95795.37068
7,203.7149585,378.9,12.36146766,1,85,99218.83026
5,234.2039209,699.95,84.51444424,2,1,103225.1207
5,88.91340659,1103.84,155.8317679,1,8,96777.90957
4,44.18550186,1443.71,107.51976,2,56,90121.23147
3,112.6106402,1512.71,40.45676646,1,87,91318.6236
1,15.84165003,301.65,-1.914923843,23,22,96345.7678
3,37.86298855,109.07,91.14877812,15,0,98690.21873
3,117.5469758,1256.83,155.9977955,5,55,93081.19208
2,95.81875122,504.26,117.1358693,5,62,96985.11954
2,81.64450454,669.55,-40.33451596,7,32,94216.32764
7,207.5146576,1147.81,12.50845777,1,20,99131.9605
4,167.7906259,1704.11,151.1399304,16,40,98395.79194
1,40.24712995,459.2,53.43389805,10,57,96332.61532
4,143.9433513,1510.5,65.62201724,8,15,92975.77513
1,2.990947597,35.35,92.4750247,12,3,96422.97934
2,73.72131556,1772.16,167.7265905,12,6,95317.74343
6,313.828089,959.9,125.4493633,1,89,100152.5913
5,88.20521349,606.04,97.18805486,3,74,94691.72775
2,108.9761673,875.47,99.12515437,18,53,98203.75763
3,130.3054072,389.19,6.978049843,8,14,97659.46117
4,98.04771932,1460.3,111.3388129,1,18,94893.84505
5,62.24834831,1931.2,172.3432798,2,89,88441.91279
3,101.9961416,58.3,-33.98737057,3,6,99643.86952
2,29.70889421,248.77,34.69668943,10,59,95064.70865
2,91.33636557,640.37,132.4402818,11,19,99050.51405
3,114.3822823,1170.57,119.0836602,20,33,98990.28365
14,242.9120196,1408.2,94.25717567,2,34,99862.76873
3,53.5515137,1520.7,107.0294572,2,27,92641.14094
3,135.8311055,749.36,134.2617091,2,64,98505.62067
5,160.1095741,1166.9,88.50910534,1,24,94562.61628
1,46.00270237,1986.26,138.1137506,7,63,89914.42637
11,222.9346333,1983.43,81.48203014,1,84,92385.22678
4,120.1638306,947.01,64.46933021,11,60,97039.38966
2,66.73481285,1931.47,192.1247394,2,56,89964.01356
3,59.89779376,1772.23,181.1425811,23,8,96588.18848
1,40.32485477,879.29,19.68885224,1,58,92341.05867
5,245.3823425,696.91,122.9519233,2,46,101764.161
1,14.65850089,775.56,57.69940851,4,42,91304.85263
5,193.0886885,652.46,58.14362399,1,77,98029.91566
4,218.4235193,605.24,147.3267135,17,66,103118.1677
4,61.61635368,1523.81,102.6904785,1,32,92967.25432
6,228.9074683,422.47,17.27221644,3,85,100340.0495
6,85.83362101,1720,142.2538802,2,8,92381.98699
6,230.3658314,137.68,10.99878097,1,10,103923.4521
3,161.9883302,1157.55,122.8872543,3,36,96917.13107
4,162.9601954,1423.77,163.1733055,24,61,100116.3948
3,71.70058123,1527.42,260.6838967,11,71,94909.71615
1,48.5130677,38.19,-52.90419044,22,92,96010.74729
1,53.17757791,535.32,-20.56876467,13,57,95295.13028
2,99.63994856,823.37,78.23385161,23,80,96223.80608
1,30.50912234,1295.39,173.0148032,5,44,92069.44491
8,319.2472337,1594.19,120.3153072,2,35,98738.14844
3,44.50230902,305.68,37.46067472,12,25,96505.99227
4,84.86981432,166.89,110.1510099,17,85,100882.245
1,46.75900855,1768.24,150.2121454,24,31,94233.77723
8,114.384605,561.75,18.68553983,2,80,94388.87974
9,133.2649496,1372.86,177.5139325,2,38,98403.4453
2,103.3567664,854.26,96.5365467,9,32,94781.82412
2,73.17374521,1595.3,188.9619399,20,43,95121.21741
1,25.92888321,1212.27,89.48485009,14,90,90403.22783
1,66.56815407,1704.67,81.09356502,24,42,94717.89518
3,40.16526376,1351.94,70.30975615,8,26,90187.09945
1,54.03055591,1252.47,162.4420196,19,29,93375.87303
6,180.3672168,1207.45,157.3245002,3,61,95982.45093
2,28.49949514,1451.71,110.3503102,3,71,89864.66549
3,116.0491104,900.02,20.87803459,20,11,98457.23982
3,62.11416998,466.48,126.2728151,12,83,97677.1964
3,142.4528267,1076.54,73.22055372,10,71,94140.05847
2,67.99532087,579.68,83.34388047,9,33,94737.34517
9,258.4131695,412.5,7.931059258,2,69,101141.9585
2,112.661076,486.27,-18.26692998,7,11,97813.16116
7,236.8016316,206.96,54.91416721,1,77,100709.5032
2,20.17443439,1999.32,142.9319605,24,81,88776.22075
2,94.55522622,1752.2,150.0592788,14,94,91212.68377
7,168.9787766,1147.53,94.77158476,1,69,94254.62124
1,24.61376843,531.44,86.16275908,9,30,93536.50753
2,79.83731017,1111.02,25.4785306,23,63,94139.32722
7,353.7487966,800.22,123.5857552,1,5,106780.702
3,101.457511,1331.16,90.99230919,22,43,95370.23352
1,18.51873528,1299.12,61.95076047,7,69,90080.56626
2,102.925302,431.89,-40.26418209,14,95,95270.68136
2,104.2582732,164.6,-34.58609712,18,66,99697.11032
5,164.5280346,24.97,57.55687364,3,18,102311.4606
2,42.21427928,1392.21,74.46196757,19,57,94146.49978
2,79.03704302,1334.71,76.99923501,21,20,95874.17284
1,22.8418883,1092.25,114.1605313,14,36,92265.19526
4,140.4683099,1120,43.60096502,13,16,95493.81501
4,193.8777803,507.74,44.10104622,12,25,101270.139
2,49.77820632,502.96,64.15435849,21,85,94852.86797
2,104.0912628,942.69,67.52962762,21,88,95211.74717
9,93.69285636,1004.98,90.20611693,2,23,94534.36654
4,184.7706022,1477.39,128.2619775,6,79,93524.59672
8,381.906052,541.78,-20.0048975,2,5,104244.5629
13,429.9329988,390.82,48.22910908,2,93,108971.5804
7,138.4627958,1180.77,75.17289209,1,33,96234.92078
2,48.35786766,812.34,100.1167513,13,47,96680.38119
2,64.90549185,497.39,16.55004833,10,36,93832.07225
7,230.503178,1333.6,139.4735973,1,38,99132.69995
2,23.21832285,19.52,48.08471505,13,51,98064.91672
2,79.26780137,1534.32,111.6453073,23,2,95085.67361
11,375.1342535,799.42,102.6152583,1,24,107952.7562
3,118.398215,1847.49,113.3455051,4,0,91118.54738
9,326.8199793,1245.95,63.56838401,2,34,100106.598
3,95.02116321,1975.5,91.63358746,10,30,90751.87585
2,25.64283371,1216.41,119.9693739,5,42,93144.26916
3,45.04274367,1275.28,99.77502115,2,12,94323.00562
5,137.5034211,162.37,-20.55670461,2,49,96910.39841
1,65.88351145,1892.08,164.9219362,9,35,90806.39094
5,64.50181457,1074.65,141.1382055,3,16,94826.52381
3,92.76621749,872.79,83.58016044,9,14,96774.57926
2,78.8994642,290.51,-6.001727668,16,6,98159.06602
3,120.212544,1915.81,208.4063085,14,85,94083.95627
2,8.637436876,1425.14,152.0641692,16,84,90478.8496
7,178.5158192,1872.81,87.82985137,1,33,94543.44322
8,412.809002,1223.69,115.3698522,2,85,101636.0261
10,167.2074438,1211.72,64.74375904,1,97,96030.57466
8,205.7969955,1488.47,81.24000881,2,76,96499.38761
2,52.02928612,1471.43,133.4818011,18,82,93952.30778
1,33.12160742,1935.93,195.6502935,23,47,93170.54149
1,66.48961475,1320,-13.98095465,11,78,89951.63533
3,66.3278284,640.42,-0.816987366,23,51,95285.83108
2,51.19850268,1572.82,174.3733375,22,68,93746.29417
6,228.2678213,304.64,86.27920272,2,55,101921.7264
4,57.68109708,1583.98,127.5034607,9,8,95094.73634
1,22.56437965,1674.04,202.3840943,18,8,93464.71795
5,149.591783,1190.93,61.15679185,1,1,94081.13793
6,147.0236436,712.57,27.07852333,1,4,99382.86309
8,121.3149496,468.09,4.131386609,2,25,96920.91991
8,175.8874614,844.45,12.12108139,2,82,95917.73483
2,47.43692855,1885.65,179.5675528,12,74,90184.41797
2,70.34993587,372.4,-11.16272012,5,56,94316.52918
2,56.99177934,1570.87,154.8295037,1,69,91664.51505
2,65.25807951,134.47,21.61787788,10,42,95099.82694
2,22.32609337,523.12,-9.869609656,15,51,95846.42878
4,53.68163699,1745.29,121.0760284,15,80,92442.33496
4,182.1318176,183.91,82.99993738,15,73,101806.8521
3,96.12444385,1578.52,223.5418022,12,16,94214.75998
6,327.6071347,1730.52,210.1635605,3,74,100188.0314
2,34.02612107,775.11,35.78024787,1,31,92430.27499
9,157.8583946,1229.87,211.2504593,2,66,96379.70819
3,153.073805,348.29,91.02668404,21,84,99226.03355
6,152.0503196,138.16,-7.780321031,2,59,96970.60213
2,35.85892865,770.52,93.3015612,17,16,95032.87347
1,31.92475555,1710.06,160.3545455,17,11,92501.88877
2,55.86599339,1430.79,175.2915248,23,22,95844.1709
5,82.76056112,979.53,130.5281178,2,87,94497.60493
1,27.8834803,1384.89,145.1700251,14,12,93503.2846
8,390.3647637,596.4,86.07802173,1,49,105453.6711
3,92.31427419,1686.64,146.2680749,10,37,92315.53123
5,116.27897,457.25,63.53666079,1,18,96752.89202
3,60.29657238,737.34,114.7978197,1,1,93717.54762
1,52.74702635,1528.73,115.8280224,3,87,87808.51527
1,19.81690315,1614.87,88.34817723,14,72,90886.83453
1,19.2367046,1872.87,165.1462197,22,9,93573.01277
2,30.73317177,358.72,-17.07953467,1,30,95139.62848
3,83.03528624,522.13,67.46928891,14,97,96008.61935
4,184.099617,1135.19,25.78550259,6,84,94097.91911
2,67.48391642,302.36,84.47550865,15,27,97172.70672
7,266.2413724,1932.79,194.8037944,1,5,100426.7557
5,140.5753936,1526.67,224.3431604,1,61,93830.00055
2,73.8496234,1967.36,129.7816102,1,26,89354.15293
2,78.10471143,294.43,53.87272861,21,55,100126.4238
2,57.51160108,489.53,33.05391101,5,21,94254.71311
3,119.1542708,1415.12,116.7888855,14,64,93454.90057
1,48.83771873,701.44,155.5927864,13,94,94143.3707
4,133.133942,207.27,-31.50898785,24,21,101767.707
9,51.32084697,1994.77,62.087429,2,79,89921.78233
6,124.7806375,110.13,68.61479269,1,86,97026.30368
2,64.48420481,610.7,33.43990441,1,29,95589.42192
1,29.00782658,83.86,-10.96472204,18,54,95986.87868
8,153.5191368,1389.19,60.90192929,2,30,93366.17987
2,19.31037947,393.16,3.815600578,7,65,94269.06628
2,15.06090507,203.39,105.0990499,15,65,96938.46869
2,72.08033558,555.62,12.32057669,15,34,97940.98485
4,66.8470204,1481.44,70.34979156,23,23,94539.47651
2,15.83064256,797.05,40.45664824,12,31,93011.04616
2,31.34061394,1373.91,87.58033522,9,66,90587.30043
2,24.87371954,1813.66,135.6023663,2,14,88994.3033
1,53.47600169,73.59,13.72075817,6,44,95640.47448
3,65.65367694,583.09,-69.40011796,14,53,92295.68238
1,67.47338573,558.31,13.34635454,13,64,93129.11387
2,77.15708558,740.83,68.32918756,17,26,94842.03236
1,49.23051477,812.99,28.62334585,22,84,93661.09745
2,64.94572162,1614.93,215.485937,11,50,93376.19773
3,103.1159274,656.26,14.65398945,12,1,97474.1567
2,31.577306,92.78,-14.35381813,19,37,98865.91738
11,234.2647615,253.75,66.2207609,1,47,101737.6413
4,147.4387555,1185.77,106.0567866,24,90,99183.02413
2,88.90409996,1655.82,245.8594231,12,83,92443.17193
5,236.4387017,494.93,81.69124883,3,93,100009.0947
8,373.3626227,1036.86,98.74975624,1,89,101614.213
8,238.6725852,1760.24,170.6708604,2,22,98053.06058
1,9.80126567,114.25,39.20857489,8,12,94042.52056
3,153.1601195,1928.64,217.4927879,17,74,93754.68581
1,20.75412906,507.3,141.8041013,13,21,97148.86375
7,193.3670325,352.9,92.06723109,1,36,101719.704
4,203.4593817,754.2,108.8199686,9,9,101607.5798
6,291.0857125,32.87,-14.79585612,1,20,102038.6957
3,95.00014789,1236.48,6.951451029,18,95,91368.08033
2,79.83062819,1470.05,144.8544058,6,7,93989.86756
3,109.588637,1029.97,101.8687323,7,61,95085.75793
5,119.344566,955.13,98.1595312,2,17,98003.01589
4,52.19038247,1149.49,132.3018947,18,52,93154.20109
3,148.3882223,394.14,-56.76245818,12,43,99077.20145
4,204.1390904,1600.11,194.3152534,7,59,98886.21307
8,120.997707,944.2,-23.20505064,1,17,96444.59502
6,114.9343283,1161.25,155.0471858,1,6,97118.20292
1,27.05103639,700.68,115.4598078,13,93,92364.44743
10,120.7239838,662.37,49.78543778,1,33,98027.89698
3,81.22361279,1490.48,157.5584454,16,6,96579.80299
1,71.52065926,1676.33,39.69954239,12,75,89850.90249
3,135.4216309,402.26,-14.75915748,13,53,96864.84311
1,42.09879089,465.78,-2.528367905,21,13,96500.84485
1,16.66653538,904.94,95.39938822,16,46,95628.26938
3,119.0608754,545.49,24.5075946,16,59,98892.62625
3,56.981607,1758.14,164.3591659,14,23,93187.5648
1,27.83649356,1988.33,235.2814961,14,21,91513.77651
2,69.5505276,1697.06,155.4939677,5,96,89747.00285
2,65.96085164,1977.09,176.173263,13,84,91177.58864
3,66.29550126,1606.43,130.9648949,1,48,88991.64547
3,114.4787881,642.86,87.02580034,1,82,94892.90918
3,111.6358343,1987.78,193.2630656,12,71,91218.87175
5,206.5941168,1249.62,43.39521747,3,32,95031.17721
5,158.833497,811.48,18.37189088,2,79,97039.40428
5,191.1250009,146.35,12.82462794,2,11,99402.92842
5,270.5738556,643.17,87.77829389,3,84,101941.9327
7,296.2579679,476.26,46.03792402,1,8,102100.1816
4,143.5548461,459.71,136.4409026,6,16,100760.024
2,116.8168504,1751.85,192.6355242,1,49,92096.40191
1,48.84432493,633.91,29.33641867,17,14,95672.31943
2,56.35911316,416.43,-33.66104543,23,69,97705.37798
10,425.9126812,908.46,6.990856237,1,7,105518.2148
4,121.8903151,168.84,-4.610559888,5,48,97727.76087
6,275.2912433,1036.2,51.41944787,3,6,101316.0833
2,108.4150181,1486.3,183.3738414,3,79,94472.71528
10,179.943009,970.75,58.0065718,2,54,97353.69431
7,193.4628171,827.82,21.6559616,1,49,98854.93602
1,14.94870137,948.91,130.4432243,23,46,93534.51766
2,93.66885514,1861.36,162.3052254,20,38,92349.61638
1,39.85368161,738.86,113.0898187,19,13,95083.89451
